Key,Description,en,es
F/A-26B_mfd_flyCam:R5,Label for an MFD button (short!).," ",
F/A-26B_mfd_flyCam:R5_tooltip,Tooltip for an MFD button.,Toggle Auto-Reset,Alternar Auto-reset
F/A-26B_mfd_flyCam:B5,Label for an MFD button (short!).," ",
F/A-26B_mfd_flyCam:B5_tooltip,Tooltip for an MFD button.,Cycle Reset Time,Ciclar Tiempo Reinicio
F/A-26B_mfd_flyCam:T3,Label for an MFD button (short!).,SS,
F/A-26B_mfd_flyCam:T3_tooltip,Tooltip for an MFD button.,4K Screenshot,
F/A-26B_mfd_antiRad:T5,Label for an MFD button (short!).,SOI,
F/A-26B_mfd_antiRad:T5_tooltip,Tooltip for an MFD button.,Sensor of Interest,Sensor de interés
F/A-26B_mfd_antiRad:R4,Label for an MFD button (short!).,HUD,
F/A-26B_mfd_antiRad:R4_tooltip,Tooltip for an MFD button.,HUD Mode,Modo HUD
F/A-26B_mfd_antiRad:R5_tooltip,Tooltip for an MFD button.,Declutter,Simplificación
F/A-26B_mfd_cmsPage:L4_tooltip,Tooltip for an MFD button.,Release Mode,Alternar Soltado de Carga
F/A-26B_mfd_cmsPage:B2,Label for an MFD button (short!).,-,
F/A-26B_mfd_cmsPage:B2_tooltip,Tooltip for an MFD button.,- Release Rate,- Ratio de liberación
F/A-26B_mfd_cmsPage:B4,Label for an MFD button (short!).,+,
F/A-26B_mfd_cmsPage:B4_tooltip,Tooltip for an MFD button.,+ Release Rate,+ Ratio de liberación
F/A-26B_mfd_map:T2,Label for an MFD button (short!).,GPS,
F/A-26B_mfd_map:T2_tooltip,Tooltip for an MFD button.,GPS Targets,GPS Objetivos
F/A-26B_mfd_map:R2,Label for an MFD button (short!).,ZOOM+,
F/A-26B_mfd_map:R3,Label for an MFD button (short!).,ZOOM-,
F/A-26B_mfd_map:R4,Label for an MFD button (short!).,UP,ARRB
F/A-26B_mfd_map:R5,Label for an MFD button (short!).,DOWN,ABAJ
F/A-26B_mfd_map:B4,Label for an MFD button (short!).,LEFT,IZQ
F/A-26B_mfd_map:B5,Label for an MFD button (short!).,RIGHT,DER
F/A-26B_mfd_map:R1,Label for an MFD button (short!).,RESET,
F/A-26B_mfd_map:R1_tooltip,Tooltip for an MFD button.,Reset Offset,Reiniciar Desplazamiento
F/A-26B_mfd_map:T4,Label for an MFD button (short!).,MODE,MODO
F/A-26B_mfd_map:T4_tooltip,Tooltip for an MFD button.,Toggle Rotation Mode,Alternar Modo Rotación
F/A-26B_mfd_map:T5,Label for an MFD button (short!).,SOI,
F/A-26B_mfd_map:T5_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,Alternar Sensor de Interés
F/A-26B_mfd_map:L4,Label for an MFD button (short!).,FUEL,COMB
F/A-26B_mfd_map:L4_tooltip,Tooltip for an MFD button.,Set Fuel Waypoint,Fijar Punto de Combustible
F/A-26B_mfd_map:L3,Label for an MFD button (short!).,RTB,VAB
F/A-26B_mfd_map:L3_tooltip,Tooltip for an MFD button.,Set Return to Base Waypoint,Fijar punto Volver a Base
F/A-26B_mfd_map:L2,Label for an MFD button (short!).,OBJ,
F/A-26B_mfd_map:L2_tooltip,Tooltip for an MFD button.,Set Objective Waypoint,Fijar Punto de Misión
F/A-26B_mfd_map:B1,Label for an MFD button (short!).,SET ALT,FIJAR ALT
F/A-26B_mfd_map:B1_tooltip,Tooltip for an MFD button.,Set Target Alt,Fijar Alt del Obj.
F/A-26B_mfd_map:B2,Label for an MFD button (short!).,ALT+,
F/A-26B_mfd_map:B2_tooltip,Tooltip for an MFD button.,Raise Target Alt,Subir Alt del Obj.
F/A-26B_mfd_map:B3,Label for an MFD button (short!).,GPS-S,GPS-E
F/A-26B_mfd_map:B3_tooltip,Tooltip for an MFD button.,Send GPS Target,Enviar Objetivo GPS
F/A-26B_mfd_options:L2_tooltip,Tooltip for an MFD button.,Unit Options,Opción Unidades
F/A-26B_mfd_options:R2_tooltip,Tooltip for an MFD button.,Toggle Joystick Mode,Alternar Modo Joystick
F/A-26B_mfd_options:L3_tooltip,Tooltip for an MFD button.,Fuel Settings,Opciones Combustible
F/A-26B_mfd_options:L4_tooltip,Tooltip for an MFD button.,Altitude Warning Settings,Opciones de advertencias de alt
F/A-26B_mfd_options:R3_tooltip,Tooltip for an MFD button.,Joystick Sensitivity,Sensibilidad Joystick
F/A-26B_mfd_unitOptions:L2_tooltip,Tooltip for an MFD button.,Altitude Units,Unid. Altitud
F/A-26B_mfd_unitOptions:L3_tooltip,Tooltip for an MFD button.,Distance Units,Unid. Distancia
F/A-26B_mfd_unitOptions:L4_tooltip,Tooltip for an MFD button.,Speed Units,Unid. Velocidad
F/A-26B_mfd_unitOptions:T5_tooltip,Tooltip for an MFD button.,Back,Volver
F/A-26B_mfd_fuelConfig:T5_tooltip,Tooltip for an MFD button.,Back,Volver
F/A-26B_mfd_fuelConfig:L4_tooltip,Tooltip for an MFD button.,Bingo Fuel +,Comb Bingo +
F/A-26B_mfd_fuelConfig:L5_tooltip,Tooltip for an MFD button.,Bingo Fuel -,Comb Bingo -
F/A-26B_mfd_altitudeSettings:T5_tooltip,Tooltip for an MFD button.,Back,Volver
F/A-26B_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Set Min Alt,Fijar Alt Mín.
F/A-26B_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,
F/A-26B_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Set Max Alt,Fijar Alt Max.
F/A-26B_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,
F/A-26B_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,Alternar Modo Alt.
F/A-26B_mfd_hardpoints:T4_tooltip,Tooltip for an MFD button.,HP Gun,
F/A-26B_mfd_hardpoints:L5_tooltip,Tooltip for an MFD button.,HP 1,
F/A-26B_mfd_hardpoints:L4_tooltip,Tooltip for an MFD button.,HP 2,
F/A-26B_mfd_hardpoints:L3_tooltip,Tooltip for an MFD button.,HP 3,
F/A-26B_mfd_hardpoints:L2_tooltip,Tooltip for an MFD button.,HP 4,
F/A-26B_mfd_hardpoints:L1_tooltip,Tooltip for an MFD button.,HP 5,
F/A-26B_mfd_hardpoints:R1_tooltip,Tooltip for an MFD button.,HP 6,
F/A-26B_mfd_hardpoints:R2_tooltip,Tooltip for an MFD button.,HP 7,
F/A-26B_mfd_hardpoints:R3_tooltip,Tooltip for an MFD button.,HP 8,
F/A-26B_mfd_hardpoints:R4_tooltip,Tooltip for an MFD button.,HP 9,
F/A-26B_mfd_hardpoints:R5_tooltip,Tooltip for an MFD button.,HP 10,
F/A-26B_mfd_hardpoints:B1_tooltip,Tooltip for an MFD button.,HP 11,
F/A-26B_mfd_hardpoints:B5_tooltip,Tooltip for an MFD button.,HP 12,
F/A-26B_mfd_hardpoints:B3_tooltip,Tooltip for an MFD button.,HP 13,
F/A-26B_mfd_hardpoints:T5,Label for an MFD button (short!).,MODE,MODO
F/A-26B_mfd_hardpoints:T5_tooltip,Tooltip for an MFD button.,Toggle Mode,Alternar Modo
F/A-26B_mfd_hardpointInfoPage:R1_tooltip,Tooltip for an MFD button.,Return to Equip,Volver al Equipo
F/A-26B_mfd_hardpointInfoPage:B2_tooltip,Tooltip for an MFD button.,Toggle Arming,Alternar Armado
F/A-26B_mfd_hardpointInfoPage:B5_tooltip,Tooltip for an MFD button.,Toggle Jettison,Alternar Soltado de Carga
F/A-26B_mfd_target:B3,Label for an MFD button (short!).,HEAD,CABEZA
F/A-26B_mfd_target:B3_tooltip,Tooltip for an MFD button.,Head-track Mode,Modo Seguimiento de Cabeza
F/A-26B_mfd_target:B2,Label for an MFD button (short!).,FWD,ADEL.
F/A-26B_mfd_target:B2_tooltip,Tooltip for an MFD button.,Forward Mode,Modo Fijo
F/A-26B_mfd_target:B5,Label for an MFD button (short!).,PWR,ENERG
F/A-26B_mfd_target:B5_tooltip,Tooltip for an MFD button.,Toggle TGP Power,Encender/Apagar TGP
F/A-26B_mfd_target:R2,Label for an MFD button (short!).,ZOOM+,
F/A-26B_mfd_target:R2_tooltip,Tooltip for an MFD button.,Zoom In,Zoom Dentro
F/A-26B_mfd_target:R3,Label for an MFD button (short!).,ZOOM-,
F/A-26B_mfd_target:R3_tooltip,Tooltip for an MFD button.,Zoom Out,Zoom Fuera
F/A-26B_mfd_target:R4,Label for an MFD button (short!).,GPS-S,GPS-E
F/A-26B_mfd_target:R4_tooltip,Tooltip for an MFD button.,GPS Send,GPS Enviar
F/A-26B_mfd_target:R5,Label for an MFD button (short!).,GPS-A,GPS-O
F/A-26B_mfd_target:R5_tooltip,Tooltip for an MFD button.,GPS Acquire,GPS Obtener
F/A-26B_mfd_target:L2,Label for an MFD button (short!).,MODE,MODO
F/A-26B_mfd_target:L2_tooltip,Tooltip for an MFD button.,Cycle Modes,Ciclar Modos
F/A-26B_mfd_target:L3,Label for an MFD button (short!).,SENS,
F/A-26B_mfd_target:L3_tooltip,Tooltip for an MFD button.,Sensor Mode,Modo Sensor
F/A-26B_mfd_target:T3,Label for an MFD button (short!).,WPT,PUNTO
F/A-26B_mfd_target:T3_tooltip,Tooltip for an MFD button.,To Waypoint,Al Punto
F/A-26B_mfd_target:T5,Label for an MFD button (short!).,SOI,
F/A-26B_mfd_target:T5_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,Altenar Sensor de Interes
F/A-26B_mfd_target:B4_tooltip,Tooltip for an MFD button.,Toggle HMD View,Alternar vista HMD
F/A-26B_mfd_target:L4,Label for an MFD button (short!).,LIM,
F/A-26B_mfd_target:L4_tooltip,Tooltip for an MFD button.,Toggle Limits Overlay,Alternar OVerlay del Límite
F/A-26B_mfd_target:R1,Label for an MFD button (short!).,MARK,LASER
F/A-26B_mfd_target:R1_tooltip,Tooltip for an MFD button.,Laser Marker,Marcador Láser
F/A-26B_mfd_gameMenu:B2,Label for an MFD button (short!).,RESTART,REINICIAR
F/A-26B_mfd_gameMenu:B2_tooltip,Tooltip for an MFD button.,Restart Mission,Reiniciar Misión
F/A-26B_mfd_gameMenu:B4,Label for an MFD button (short!).,EXIT,SALIR
F/A-26B_mfd_gameMenu:B4_tooltip,Tooltip for an MFD button.,Return to Main,Volver al Menú Principal
F/A-26B_mfd_gameMenu:B3,Label for an MFD button (short!).,EXIT,SALIR
F/A-26B_mfd_gameMenu:B3_tooltip,Tooltip for an MFD button.,Return to Briefing Room,Volver a la sala de Briefing
F/A-26B_mfd_gameMenu:R2,Label for an MFD button (short!).,CENTER,CENTRAR
F/A-26B_mfd_gameMenu:R2_tooltip,Tooltip for an MFD button.,Recenter Seat,Recentrar Asiento
F/A-26B_mfd_gameMenu:L3,Label for an MFD button (short!).,QSAVE,GUARD. RÁP.
F/A-26B_mfd_gameMenu:L3_tooltip,Tooltip for an MFD button.,Quick Save Menu,Menú de Guardado Rápido
F/A-26B_mfd_gameMenu:R4,Label for an MFD button (short!).,PLAYERS,JUGADORES
F/A-26B_mfd_gameMenu:R4_tooltip,Tooltip for an MFD button.,View Players,Ver Jugadores
F/A-26B_mfd_gameMenu:R5,Label for an MFD button (short!).,NETWORK,RED
F/A-26B_mfd_gameMenu:R5_tooltip,Tooltip for an MFD button.,Network Analytics,Análisis de Red
F/A-26B_mfd_quicksave:L3_tooltip,Tooltip for an MFD button.,Save,Guardar
F/A-26B_mfd_quicksave:B4_tooltip,Tooltip for an MFD button.,Load,Cargar
F/A-26B_mfd_quicksave:T5,Label for an MFD button (short!).,BACK,VOLVER
F/A-26B_mfd_quicksave:T5_tooltip,Tooltip for an MFD button.,Back,Volver
F/A-26B_mfd_netAnalytics:B1,Label for an MFD button (short!).,BACK,VOLVER
F/A-26B_mfd_netAnalytics:B1_tooltip,Tooltip for an MFD button.,Back,Volver
F/A-26B_mfd_mpPlayers:B1,Label for an MFD button (short!).,BACK,VOLVER
F/A-26B_mfd_mpPlayers:B1_tooltip,Tooltip for an MFD button.,Back,Volver
F/A-26B_mfd_mpPlayers:T5,Label for an MFD button (short!).,MANAGE,GESTIONAR
F/A-26B_mfd_mpPlayers:T5_tooltip,Tooltip for an MFD button.,Manage Players,Gestionar Jugadores
F/A-26B_mfd_mpPlayers:R4_tooltip,Tooltip for an MFD button.,Scroll Up,Scroll Arriba
F/A-26B_mfd_mpPlayers:R5_tooltip,Tooltip for an MFD button.,Scroll Down,Scroll Abajo
F/A-26B_mfd_radar:R2,Label for an MFD button (short!).,R+,
F/A-26B_mfd_radar:R2_tooltip,Tooltip for an MFD button.,Range +,Rango +
F/A-26B_mfd_radar:R3,Label for an MFD button (short!).,R-,
F/A-26B_mfd_radar:R3_tooltip,Tooltip for an MFD button.,Range -,Rango -
F/A-26B_mfd_radar:R4,Label for an MFD button (short!).,BORE,BORE
F/A-26B_mfd_radar:R4_tooltip,Tooltip for an MFD button.,Toggle Boresight,Alternar Boresight
F/A-26B_mfd_radar:B1,Label for an MFD button (short!).,CLR,BORR
F/A-26B_mfd_radar:B1_tooltip,Tooltip for an MFD button.,Clear Tracks,Borrar Señales
F/A-26B_mfd_radar:B2,Label for an MFD button (short!).,UNLCK,DESBL
F/A-26B_mfd_radar:B2_tooltip,Tooltip for an MFD button.,Unlock,Desbloquear
F/A-26B_mfd_radar:B5_tooltip,Tooltip for an MFD button.,Scan Angle,Ángulo Escaneo
F/A-26B_mfd_radar:T5,Label for an MFD button (short!).,SOI,
F/A-26B_mfd_radar:T5_tooltip,Tooltip for an MFD button.,Sensor of Interest,Sensor de Interés
F/A-26B_mfd_radar:L2_tooltip,Tooltip for an MFD button.,Track 1,Señal 1
F/A-26B_mfd_radar:L3_tooltip,Tooltip for an MFD button.,Track 2,Señal 2
F/A-26B_mfd_radar:L4_tooltip,Tooltip for an MFD button.,Track 3,Señal 3
F/A-26B_mfd_radar:L5_tooltip,Tooltip for an MFD button.,Track 4,Señal 4
F/A-26B_mfd_radar:R5_tooltip,Tooltip for an MFD button.,Toggle Head Sight,Alternar Mira de Cabeza
CG25 Twin Chaingun_fullName,Full equip name of: CG25 Twin Chaingun,CG25 Twin Chaingun,
CG25 Twin Chaingun_description,Item description of: CG25 Twin Chaingun,A fixed 25mm dual-barrel chaingun.,Un dos cañones fijo de 25mm
AIM-120D Advanced Radar Missile x2_fullName,Full equip name of: AIM-120D Advanced Radar Missile x2,AIM-120D Advanced Radar Missile x2,Misil de Radar Avanzado AIM-120D x2
AIM-120D Advanced Radar Missile x2_description,Item description of: AIM-120D Advanced Radar Missile x2,"Two internally mounted, radar guided, medium range air to air missiles.
",Dos misiles Aire-Aire de medio alcance guiado por radar internamente montados
MK-83 x12_fullName,Full equip name of: MK-83 x12,MK-83 x12,
MK-83 x12_description,Item description of: MK-83 x12,A rack of 12 MK-83 1000lb bombs.,Un Pilón de 12 Bombas MK-83 de 1000lb
GBU-12 Laser Guided Bomb x3_fullName,Full equip name of: GBU-12 Laser Guided Bomb x3,GBU-12 Laser Guided Bomb x3,Bomba Guiada por Láser GBU-12 x3
GBU-12 Laser Guided Bomb x3_description,Item description of: GBU-12 Laser Guided Bomb x3,A rack of three 500lb laser guided bomb.,Un pilón de tres bombas guiadas por láser de 500lb
AGM-89 Anti-ship Cruise Missile_fullName,Full equip name of: AGM-89 Anti-ship Cruise Missile,AGM-89 Anti-ship Cruise Missile,Misil de Crucero Anti-Buque AGM-89
AGM-89 Anti-ship Cruise Missile_description,Item description of: AGM-89 Anti-ship Cruise Missile,"Air-launched anti-ship cruise missile.  Equipped with waypoint following, radar target acquisition, and terminal maneuvering technology.","Misil de Crucero Anti-buque lanzado aereamente. Equipado con seguimiento de punto de ruta, adquisición de objetivo por radar y tecnología de maniobravilidad terminal."
Hydra-70 4x4 Rocket Pod_fullName,Full equip name of: Hydra-70 4x4 Rocket Pod,Hydra-70 4x4 Rocket Pod,Contenedor de Cohetes Hydra-70 4x4
Hydra-70 4x4 Rocket Pod_description,Item description of: Hydra-70 4x4 Rocket Pod,"A cluster of pods carrying a total of 16 high explosive rockets.  Can be fired in single shot mode, or rapid fire (ripple).","Conjunto de Contenedores llevando un total de 16 cohetes AE.
Pueden ser disparados en semi, o ráfaga."
GBU-53 Advanced SD Bomb x4_fullName,Full equip name of: GBU-53 Advanced SD Bomb x4,GBU-53 Advanced SD Bomb x4,Bomba Avanzada SD GBU-53 x4
GBU-53 Advanced SD Bomb x4_description,Item description of: GBU-53 Advanced SD Bomb x4,An internally mounted rack of 4 optically guided small diameter bomb. Each bomb has built-in folding wings that allow it to glide for long distances and hit targets with precision. Advanced optics allow it to track moving targets from extended range without laser designation.,Un pilón interno de 4 bombas de pequeño diámetro guiadas ópticamente. Cada bomba cuenta con alas plegables integradas que le permiten planear  largas distancias y alcanzar objetivos con precisión. Su sistema óptico avanzado le permite seguir blancos en movimiento a gran distancia sin necesidad de designación láser.
eqSublabel_OPTICAL-BOMB-FAF,HUD sub-label of an equip,OPTICAL BOMB FAF,BOMBA FAF OPTICA
tutName_Basic Flight,Name of a legacy tutorial objective,Basic Flight,Vuelo básico
tutDesc_Basic Flight,Description of a legacy tutorial,Complete the tutorial.,Completa el tutorial.
tut:Basic Flight:Intro10,A tutorial label,Welcome to the Basic Flight tutorial.,Bienvenido al tutorial de vuelo básico.
tut:Basic Flight:Intro21,A tutorial label,We'll skip the start-up procedure now.,Vamos a saltarnos la puesta en marcha.
tut:Basic Flight:Intro32,A tutorial label,"The main flight controls are the joystick and throttle.  You can grip them by holding the grip buttons, or toggle lock your hands to them by tapping the grip buttons.","Los principales controles de vuelo son el joystick y el acelerador. Puedes agarrarlos manteniendo pulsado los botones de agarre, o alternar el agarre simplemente dando un toque."
tut:Basic Flight:StartTaxi3,A tutorial label,Let's start with taxiing.,Vamos a empezar rodando.
tut:Basic Flight:GrabStick4,A tutorial label,Grab Joystick,Agarra el joystick
tut:Basic Flight:GrabThrottle5,A tutorial label,Grab Throttle,Agarra el acelerador
tut:Basic Flight:SteerInfo6,A tutorial label,"To steer the front wheel, you will have to twist the joystick on the vertical axis.","para mover la rueda de delante, necesitarás girar el joystick en el eje vertical"
tut:Basic Flight:TiltInfo7,A tutorial label,"In order to get moving, we need to tilt the engines to the forward position.","Para moverte, necesitamos angular los motores hacia delante."
tut:Basic Flight:HoldBrakes8,A tutorial label,Hold the throttle trigger to lock the brakes,Mantén el gatillo del acelerador para bloquear los frenos
tut:Basic Flight:StartTilt9,A tutorial label,Then press and hold up on the throttle thumb control to tilt the engines forward.,Ahora presiona y mantén el control del pulgar hacia delante hasta que los motores se inclinen hacia delante.
tut:Basic Flight:StartRoll10,A tutorial label,"If you release the brakes and slightly lift the throttle lever, you will start to roll.","Si sueltas los frenos y subes lentamente el acelerador, vas a empezar a rodar."
